,Text,Labelled_topic
1517,"This is a nice ground coffee and the price is very reasonable.  The grind is finer than what is normal for auto-drip makers, which is good because I can use less so it goes much further, making it even more economical.  I have purchased it on more than one occasion and would definitely buy again.",5
1520,"Smells more like blueberry than it tastes. However, it make a great iced tea and sweetens nicely with agave syrup. I enjoy it.",5
1530,"this product is hard to find for us in stores in ohio, most k cups are french vanilla coffee, not cappuccino, its delicious, will buy again for sure!",5
1532,"Tasted this at a tea, came home and ordered the loose and the sachets.  I've shared some with a friend.  Harney makes wonderful tea.",5
1533,"If you are looking for a fantastic glass of iced tea WITHOUT the fuss, this product is for you! Just add water, your favorite sweetner, and enjoy!",5
1534,"It's not an amazing tea. It's an ""okay"" tea. I buy regular green tea at asia market for way cheaper price and I get same result. I look for saving money. Will not repurchase.",5
1536,I give Foldgers a big yeah for this great tasting Columbian coffee. It's as good as dunking donuts and much better than Starbucks. It's just the right blend for breakfast. Love it Foldgers. I will continue to buy this coffee until I find something tastier.,5
1540,I like my coffee strong. This is the first brand that I have tasted that provides the kick I need without the bitterness. I keep my pantry stocked with Mahogony and I do not share!,5
1543,"I'm amazed that people are happy with this product.  I'm not a drinker of the dark brews, French roast or anything, but even for a drinker of a milder cup of coffee, this is completely tasteless.  The initial scent is delicious, too bad none of it shows up in the actual coffee.",5
1545,"I do like this coffee, but even with Subscribe and Save, Amazon's price is higher than K-cups at Bed Bath & Beyond.  Convenience is one thing, but since there are BB&Bs all around me, it's pretty easy to pick up my coffee there and save a few bucks.  I wish Amazon would price their coffees more competitively - I'd buy here exclusively if they did.  But this is good, medium roast coffee.  Not quite as strong as I'd like, but a little stronger than the Breakfast in Bed version.  I may need to try Sorrento and see if it's a little bolder.",5
1557,"This coffee tastes GREAT.  I usually purchase Folger's classic style blend from Sams $11 due to the convenience of the, packaging and expected level of flavor.  One day, I bought a 12oz. package of #4 from Seatle's Best from Wally World (Wal-Mart) for $6.00, having already experienced the goodness from Borders before they went bankrupt, I was happy to see a great price on the product.  I absolutely have fallen in love with this coffee!  A cup of this, and ""Coldstone Sweet cream"" Creamer is great.  Simply put, I prefer to have my day start with that combination and I'm saddened whilst I am at work and my cup finally runs empty.  However, the $31 price on 3 bags seems a bit high, as a 2-pack of 12oz goes for $15.00 on here as well.  Huge markup on the 3-pack, which makes no sense.",5
1558,"My husband and I love this coffee it has a nice smooth taste.  Sets our morning off to a good start even though it is D-caf  Delivery was fine, no problems at all.",5
1567,This coffee brews very weak - like a light roast.  W.P. Chef's reserve pods are just over half full.  Put pod on scale and it's 15% less coffee wgt than normal pods.  Stick with normal pods or extra bold if you like coffee that taste like coffee.,5
1570,"Strong aftertaste, and not a pleasant one.  Will try other powdered milk product. Did not order online, purchased from local grocery.",5
1586,"What can I say?  I just ordered another flavor from the same company.  Every one in my office comments on the rich smell and having a cup in the morning is something I look forward to.  If you like flavored coffee, you will like this one.",5
1589,This coffee tastes so good we have completely given up going out for coffee.  Love the ease of the product and Amazons fast shipping with Prime,5
1598,"I have been trying to find a good coffee that would not set off my ulcer and still tasted good. Puroast Low Acid Coffee French Roast is perfect for me. It tasted rich, full bodied and no harsh afterbite, AND it doesn't make my heartburn flare up. You will never miss anything this coffee has to offerr, except your heartburn!",5
1600,"For just about $10, this canister gives you about 150-180 cups of coffee. That is just over a nickel a cup- you can't beat that! That means that for the same money as ""premium"" coffees like Starbucks or Seattle's Best, you can get 80 cups (assuming $4 a cup). If you took $4 a day for 5 days a week, for a year, you would be spending $1000 just on coffee alone, money you can save for a car or down payment.  Even if the Starbucks tastes a little better, is it really worth it?  This coffee does not taste as good as premium, but it does not taste bad either. So coffee afficionados would not be as let down as they think (and honestly that Starbucks Via stuff is way too expensive at $1 a cup).  Granted, instant is not as good as a really fresh cup of freshly ground coffee, but it tastes better than most coffee, because most coffee is not freshly ground (especially the pre-ground coffee in bricks or cans).  Because freeze dried retains freshness a longer time if it is kept air-sealed, you get a fresh cup almost every time.  There are only two big downsides to the 7 ounce containers.  1. First, by the time you get to the bottom of the canister, you might experience some staleness. This is because of exposure to air, which affects even freeze-dried coffee. One possible solution is to seal small batches and keep them away from light and heat.  2. It is easy to add too much instant coffee to a cup. It only takes a teaspoon to a teaspoon and a half for one cup, nothing more.  It only takes a little to make a cup.  Overall, Nescafe Taster's Choice offers a great balance between cost savings and taste. Is it as good as fresh brewed? Perhaps not, especially if you can get freshly ground coffee that you make yourself.  But it is certainly better than most coffee you get at, say, a diner or restaurant.  Cafes make it better, but at $4+ a cup, they are not worth it unless just as an occasional indulgence.  If you are one of those people who has always scoffed at instant, I'd say at least give this a try.",5
